,type,id,lat,lon,tags_amenity,tags_name,tags_addr:city,tags_addr:housenumber,tags_addr:postcode,tags_addr:street,tags_fax,tags_internet_access,tags_operator,tags_phone,tags_rooms,tags_source:pkey,tags_stars,tags_tourism,tags_website,tags_ref:gds:amadeus,tags_ref:gds:galileo,tags_ref:gds:sabre,tags_ref:gds:worldspan,tags_wheelchair,tags_source,tags_wikidata,tags_wikipedia,tags_internet_access:fee,tags_addr:unit,tags_ref:rnt,tags_smoking,tags_addr:country,tags_addr:place,tags_cuisine,tags_menu:url,tags_name:zh,tags_opening_hours,tags_shop,tags_start_date,tags_toilets:wheelchair,tags_description,tags_email,tags_name:ca,tags_name:es,tags_name:pt,tags_url,tags_information,tags_note,tags_fixme,tags_artist_name,tags_artwork_subject,tags_exhibit,tags_historic,tags_material,tags_subject:wikidata,tags_subject:wikipedia,tags_atm,tags_name:en,tags_public_transport,tags_tourist_train,tags_outdoor_seating,tags_addr:housename,tags_artwork_type,tags_memorial,tags_name:de,tags_contact:email,tags_contact:fax,tags_contact:phone,tags_contact:website,tags_museum,tags_name:pl,tags_alt_name,tags_wheelchair:description,tags_diet:vegetarian,tags_int_name,tags_old_name,tags_name:fr,tags_ref:gds:dhisco,tags_addr:flats,tags_brand,tags_brand:wikidata,tags_brand:wikipedia,tags_facebook,tags_takeaway,tags_delivery,tags_amenity_1,tags_payment:credit_cards,tags_payment:cash,tags_diet:vegan,tags_capacity,tags_mapillary,tags_survey:date,tags_theme,tags_check_date:opening_hours,tags_music_genre,tags_guest_house,tags_opening_hours:covid19,tags_denotation,tags_genus,tags_leaf_cycle,tags_leaf_type,tags_monument,tags_natural,tags_protected,tags_species,tags_species:pt,tags_species:wikidata,tags_species:wikipedia,tags_branch,tags_name:it,tags_source:name,tags_payment:american_express,tags_payment:mastercard,tags_payment:notes,tags_payment:visa_debit,tags_payment:visa_electron,tags_contact:facebook,tags_number_of_apartments,tags_board_type,tags_map_size,tags_map_type,tags_pastelaria,tags_covered,tags_reservation,tags_building,tags_payment:bitcoin,tags_payment:litecoin,tags_changing_table,tags_ref:gds:apolo,tags_level,tags_diet:halal,tags_payment:debit_cards,tags_breakfast,tags_name:ru,tags_phone_1,tags_phone_2,tags_addr:housenumber_1,tags_drive_in,tags_microbrewery,tags_organic,tags_payment:cryptocurrencies,tags_payment:electronic_purses,tags_cod_act_econ,tags_contact:whatsapp,tags_building:levels,tags_nif:pt,tags_addr:suburb,tags_addr:district,tags_fee,tags_addr:door,tags_air_conditioning,tags_bar,tags_bicycle,tags_hiking,tags_ref,tags_craft,tags_beds,tags_contact:pinterest,tags_contact:twitter,tags_contact:youtube,tags_ref:gds:pegasus,tags_horse,tags_check_date,tags_indoor_seating,tags_parking,tags_short_name,tags_ref:vatin,tags_contact:instagram,tags_cod_post_3,tags_cod_post_4,tags_addr:floor,tags_name:signed,tags_credit_cards,tags_historic:civilization,tags_historic:period,tags_site_type,tags_aerialway,tags_denomination,tags_geological,tags_Note,tags_layer,tags_place,tags_name:nl,tags_internet_access:ssid,tags_mobile,tags_drink:wine,tags_official_name,tags_mtb,tags_contact:mobile,tags_advertising,tags_man_made,tags_toilets,tags_ele,tags_pets_allowed,tags_guidepost,tags_message,tags_attached_to,tags_guide_type,tags_height,tags_location,tags_route_marker,tags_diet:gluten_free,tags_fireplace,tags_name:ko,tags_inscription,tags_payment:maestro,tags_GlobalID,tags_bench,tags_bin,tags_bus,tags_highway,tags_shelter,tags_drinking_water,tags_departures_board,tags_information:public_transport,tags_passenger_information_display,tags_payment:coins,tags_toilets:access,tags_brewery,tags_name:ja,tags_description:en,tags_direction,tags_access,tags_content,tags_water,tags_barrier,tags_tomb,tags_diet:meat,tags_diet:omnivore,tags_diet:pescetarian,tags_payment:card,tags_destination,tags_artist:wikidata,tags_image,tags_playground,tags_source:url,tags_diet:lactose_free,tags_opening_hours:url,tags_highchair,tags_payment:app,tags_payment:cards,tags_payment:contactless,tags_payment:visa
867,node,4413902389,38.7350954,-9.1407542,restaurant,Shree Ram,,13,,Avenida Duque de Ávila,,wlan,,,,,,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,node,4413951890,38.7334691,-9.1524207,restaurant,O Talho,,1B,,Rua Carlos Testa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O Talho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,node,4413958589,38.7377213,-9.1502487,restaurant,Salsa Rosa Bistro,Lisboa,66 A,1050-242,Avenida Visconde de Valmor,,,,+351 218080229,,,,,,,,,,,,,,,,,no,,,,,,Mo-Sa 18:30-23:00,,,,,,,,Salsa Rosa Bistro,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Possibly closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,node,4416151018,38.736697,-9.1521923,restaurant,Oasis,,76,,Rua Marquês de Sá da Bandeira,,wlan,,+351 218 095 457,,,,,,,,,,no,,,,,,,,,,,,,"Mo-Sa 12:00-16:00, 19:00-23:00",,,no,Restaurante Vegetariano,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"eine Stufe zum Eingang, WC ebenerdig
one step outside, WC on ground floor",only,,,,,,,,,facebook.com/OasisVegetariano/,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,node,4416333692,38.7293161,-9.1697424,,Aqueduto das Águas Livres,,,,,,,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Акведук Свободной Воды,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,node,4417302684,38.7629932,-9.1514433,,Geomonumento da Quinta do Lambert,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,node,4417307956,38.71615,-9.1696885,,Geomonumento da Rua Sampaio Bruno,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,node,4417317578,38.7068276,-9.167386,,Geomonumento da Av. Infante Santo,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,node,4417399748,38.7373442,-9.1862419,,Monte das Perdizes,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,node,4417411576,38.7508065,-9.1926167,,Geomonumento da Quinta da Granja,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,,,,,,,,,,,,,,,,,,,,,,,,,Geomonumento da Rua Mestre Lima de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,node,4417950892,38.7094907,-9.1379868,restaurant,My Story Ouro,,100,,Rua Áurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My Story Ouro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,node,4417975391,38.7129938,-9.1437386,restaurant,Marisqueria,Lisboa,100,1200-287,Rua do Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,node,4418011889,38.7120182,-9.1448772,restaurant,Ha Piteu,,70H,,Rua da Atalaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ha Piteu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,node,4419041593,38.7101798,-9.1325527,,Museu do Aljube - Resistência e Liberdade,Lisboa,,1100-059,Rua Augusto Rosa,,,,,,,,museum,,,,,,,,Q17389986,,,,,,,,,,城堡,"Tu-Su 10:00-19:00; Jan 01,May 01,Dec 25 off",,2015-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,info@museudoaljube.pt,,+351 215 818 535,http://www.museudoaljube.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,node,4419064452,38.7099463,-9.1342384,restaurant,Casa de Pasto Estrela da Sé,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,node,4425409092,38.7094899,-9.1330093,restaurant,Ao Pé da Sé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,node,4426774297,38.7143495,-9.1696519,restaurant,Red. - we like it raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,node,4427845093,38.7108619,-9.1325336,,Portas do Teatro apartmentos,,12,,Rua da Saudade,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,node,4429428595,38.7405896,-9.2219328,,,,,,,,,,,,,,caravan_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,node,4431757989,38.7125496,-9.1425013,restaurant,Faz Gustos,,11k,,,,,,+351925286086,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 10:00-15:00, 19:00-23:30; Sa-Su 19:00-00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,node,4435976794,38.718427,-9.1320777,restaurant,Cozinha Urbana,,8a,1100-112,Rua Damasceno Monteiro,,wlan,Sara,+351214412883,,,,,http://www.oitavacolina.pt,,,,,,,,,,,,,,,portuguese;local;hot_dog;barbecue,,,Tu-Su 12:00-22:00,,,,,cozinha8a@gmail.com,,,Oitava Colina,,,,,,,,,,,,,Oitava Colina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cozinha Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,node,4436691189,38.7139365,-9.1350907,restaurant,Solar de São Cristóvão,,42,,Rua das Farinhas,,wlan,,,,,,,,,,,,,,,,,,,,,,portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar de São Cristóvão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,node,4438343189,38.7214118,-9.135224,restaurant,Hamburguês,,10 C,1150-017,Avenida Almirante Reis,,,,+351 211 319 374,,,,,,,,,,,,,,,,,,,,burger,,,Su-Th 12:00-00:00; Fr-Sa 10:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamburguês,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,node,4443016075,38.7308204,-9.1394975,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,,Mo-Fr 09:00-19:00; Sa 10:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,node,4443016162,38.7306343,-9.1381233,restaurant,Cravo e Canela,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,,Mo-Su 07:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,node,4449268954,38.713443,-9.1303678,restaurant,Zip-Zip,Lisboa,45,1100-464,Rua do Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,node,4460205695,38.7272206,-9.1448919,restaurant,Grande Palácio Hong Kong,,488,1150-077,Rua Bernardo Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,node,4462096767,38.7076807,-9.1472217,restaurant,Hansi,,1a,,Rua da Moeda,,,,,,,,,http://www.hansi.pt/,,,,,,,,,,,,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,node,4465442234,38.7173746,-9.1295884,restaurant,Churrasco da Graça,Lisboa,43,1170-165,Largo da Graca,,,,,,,,,,,,,,,,,,,,,outside,,,"regional,_mediterran,_Barbecue,_european",,,Mo-Su 12:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,node,4466223024,38.7919831,-9.1216438,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,node,4474286989,38.7095881,-9.1344241,restaurant,India Gate,,,,,,wlan,,213469797,,,,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,node,4475873196,38.7176078,-9.1349371,restaurant,Pho Pu,,76,1100-394,Rua do Benformoso,,wlan,,211307473,,,,,,,,,,,,,,,,,,,,vietnamese,,,"Mo-Sa 11:00-16:00, 18:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,node,4487870289,38.7277261,-9.1490985,restaurant,Restaurante Sapore,,2-B,1050-214,Avenida Sidónio Pais,,wlan,,+351213140434,,,,,,,,,,,,,,,,,,,,italian;italian_pizza,,,"Mo-Sa 12:00-15:30, 19:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,node,4488098573,38.7293791,-9.1405705,,Neya Lisboa Hotel,Lisboa,71-77,1150-132,Rua de Dona Estefânia,,wlan,,+351 213 101 800,,2ba683b2-2d8d-4005-b505-5a4e67b394b3,4,hotel,www.neyahotels.com,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neya Hotel Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,node,4498924989,38.7073486,-9.1460402,restaurant,Sea Me,Lisboa,21,1200-000,Praça Dom Luís I,,wlan,,,,,,,,,,,,,,,,,,,,,,seafood,,,Mo-Su 06:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,node,4510600532,38.7206334,-9.1301788,restaurant,Penalva da Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,node,4513797992,38.709996,-9.1469389,restaurant,Ink Café,Lisboa,6,1200-260,Rua Marechal Saldanha,,wlan,,+351 21 137 9934,,,,,,,,,,,,,,,,,,,,jewish;falafel,,,Mo-Sa 10:00-20:00,,,,,,,,,,,,,,,,,,,,,Ink FarmFood Café,,,,,,,,,,,,,,,,only,,,,,,,,,https://www.facebook.com/FarmFoodInkCafe,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,node,4514611349,38.7436763,-9.1396022,restaurant,Papo Cheio,Lisboa,6,1000,Rua Oliveira Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,node,4519137389,38.7160756,-9.1384188,restaurant,Terra Gerais Bistro,,70,,Calçada de Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terra Gerais Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
